,input,output
36479,COc1cc[nH]c1/C=C1\C(=O)Nc2ccc3oc(-c4ccccc4)nc3c21,COc1cc[nH]c1C=O.O=C1Cc2c(ccc3oc(-c4ccccc4)nc23)N1
36480,CCOC(=O)C1c2cccn2CCN1S(=O)(=O)c1c(C)cccc1Cl,CCOC(=O)C1NCCn2cccc21.Cc1cccc(Cl)c1S(=O)(=O)Cl
36481,CC1C[C@@H]2[C@@H](CNC(=O)C(F)(F)F)N(C(=O)OC(C)(C)C)C[C@@H]2C1,CC1C[C@@H]2[C@@H](CN)N(C(=O)OC(C)(C)C)C[C@@H]2C1.CCOC(=O)C(F)(F)F
36482,COc1cc(Nc2nc(-c3cnc4c(c3)NCCO4)cn3ccnc23)ccc1N1CCOCC1,CC1(C)OB(c2cnc3c(c2)NCCO3)OC1(C)C.COc1cc(Nc2nc(Br)cn3ccnc23)ccc1N1CCOCC1
36483,C=C(C)COc1cc2c(c(C)c1C)N(C=O)CC2,C=C(C)CCl.Cc1c(O)cc2c(c1C)N(C=O)CC2
36484,O=C(COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1)N1CCCC1,O=C(COC1CCNCC1)N1CCCC1.O=C(O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F
36485,COc1ccc2ccc(F)c(C(CO)CN3CCN(C(=O)OC(C)(C)C)CC3)c2n1,COC(=O)C(CN1CCN(C(=O)OC(C)(C)C)CC1)c1c(F)ccc2ccc(OC)nc12
36486,O=C(NCCOc1ccc(CC(Nc2ccccc2)C(=O)O)cc1)c1ccc(-c2ccccn2)cc1,CCOC(=O)C(Cc1ccc(OCCNC(=O)c2ccc(-c3ccccn3)cc2)cc1)Nc1ccccc1
36487,C=CCOC(=O)Cc1ccc(-c2ccc(OCc3ccc(C(F)(F)F)c(OCOC)c3C(OC)OC)c(F)c2)cc1,C=CCOC(=O)Cc1ccc(-c2ccc(O)c(F)c2)cc1.COCOc1c(C(F)(F)F)ccc(CO)c1C(OC)OC
36488,CCn1cc(-c2cnccn2)cc(Br)c1=O,CCBr.O=c1[nH]cc(-c2cnccn2)cc1Br
36489,COC(=O)c1ccc(CN(C)C)cc1,CNC.COC(=O)c1ccc(CBr)cc1
36490,CN1CCN(C(=O)Nc2cn(C3CCCCO3)nc2-c2nc3cc4c(cc3[nH]2)CCC4)CC1,CN1CCN(C(=O)Cl)CC1.Nc1cn(C2CCCCO2)nc1-c1nc2cc3c(cc2[nH]1)CCC3
36491,CC1(C)S[C@@H]2C(NC(=O)CSc3ccccc3CN)C(=O)N2C1c1nnn[nH]1,CC1(C)S[C@@H]2C(N)C(=O)N2C1c1nnn[nH]1.NCc1ccccc1SCC(=O)O
36492,CCn1cc(-c2cc3nccc(Cl)c3s2)nc1CN(C)C,CCn1cc(-c2cc3nccc(Cl)c3s2)nc1C=O.CNC
36493,CNc1ccc(CN2CCN(C(=O)OC(C)(C)C)[C@@H](C)C2)cc1,C=O.C[C@H]1CN(Cc2ccc(N)cc2)CCN1C(=O)OC(C)(C)C
36494,C/C=C\[C@H]1CCCN1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)N1CCC[C@@H]1C=O.C[Si](C)(C)[N-][Si](C)(C)C
36495,COC[C@]1(O)CCCC[C@H]1n1cnc(C(=O)N2CCN(C(=O)OCc3ccccc3)C[C@H]2CCN(C)c2ccccc2)c1-c1ccccc1,CN(CC[C@@H]1CN(C(=O)OCc2ccccc2)CCN1)c1ccccc1.COC[C@]1(O)CCCC[C@H]1n1cnc(C(=O)O)c1-c1ccccc1
36496,CC(C)Oc1ccc(Nc2nc(=O)n(Cc3ccccn3)c(=O)n2Cc2ccc(Cl)cc2)cc1F,BrCc1ccccn1.CC(C)Oc1ccc(Nc2nc(=O)[nH]c(=O)n2Cc2ccc(Cl)cc2)cc1F
36497,C=C(C)c1ccc2c(c1Cl)CO[C@@]1(C)CN(Cc3ccccc3)C[C@@H]21,C=C(C)B1OC(C)(C)C(C)(C)O1.C[C@]12CN(Cc3ccccc3)C[C@H]1c1ccc(Br)c(Cl)c1CO2
36498,O=C(O)c1csc(Oc2ccccc2)n1,CCOC(=O)c1csc(Oc2ccccc2)n1
36499,CS(=O)(=O)Nc1ccccc1Nc1nc(Nc2ccc3c(c2)CNC(=O)NC3)ncc1Cl,CS(=O)(=O)Nc1ccccc1Nc1nc(Cl)ncc1Cl.Nc1ccc2c(c1)CNC(=O)NC2
36500,Cn1ccc2c(Nc3ccc([N+](=O)[O-])cc3F)ccnc21,Cn1ccc2c(N)ccnc21.O=[N+]([O-])c1ccc(I)c(F)c1
36501,Cc1ccccc1N(CCC(=O)O)C(=O)Cl,Cc1ccccc1NCCC(=O)O.O=C(Cl)Cl
36502,CCCCCCCCOc1ccc(-c2c3ccc(n3)c(-c3ccc(O)cc3)c3ccc([nH]3)c(-c3ccc(O)cc3)c3ccc(n3)c(-c3ccc(O)cc3)c3ccc2[nH]3)cc1,CCCCCCCCBr.Oc1ccc(-c2c3ccc(n3)c(-c3ccc(O)cc3)c3ccc([nH]3)c(-c3ccc(O)cc3)c3ccc(n3)c(-c3ccc(O)cc3)c3ccc2[nH]3)cc1
36503,CCN(CC)C(=O)N[C@H]1CCCCCC=C[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3cc(-c4nc(C5CC5)cs4)nc4c(C)c(OC)ccc34)CN2C1=O,CCN(CC)C(=O)Cl.COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5C=CCCCCC[C@H](N)C(=O)N4C3)cc(-c3nc(C4CC4)cs3)nc2c1C
36504,CN(C)CCN1CCCc2cc([N+](=O)[O-])cc(F)c21,CN(C)CCN1C(=O)CCc2cc([N+](=O)[O-])cc(F)c21
36505,Cn1cc(C(=O)O)c2c1-c1nc(N)ncc1CC2,CCOC(=O)c1cn(C)c2c1CCc1cnc(N)nc1-2
36506,CC(C)(C)C(=O)NNC(=O)c1nc(Br)cnc1N,CC(C)(C)C(=O)OC(=O)C(C)(C)C.NNC(=O)c1nc(Br)cnc1N
36507,CCOC(=O)c1ccc(-c2ccc(O)cc2)cc1,CCO.O=C(O)c1ccc(-c2ccc(O)cc2)cc1
36508,Cc1onc(-c2ccccc2)c1-c1ccnc(N)n1,CC(=O)c1c(-c2ccccc2)noc1C.C[O-].N=C(N)N
36509,NNC(=O)Cc1ccc2ncc(Br)cc2c1F,NN.O=C(O)Cc1ccc2ncc(Br)cc2c1F
36510,S=C(NN=C(CCCCl)c1ccccc1)Nc1ccccc1,NNC(=S)Nc1ccccc1.O=C(CCCCl)c1ccccc1
36511,COC(=O)c1cccc(-c2ccc3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3c2)c1,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1CCl.COC(=O)c1cccc(-c2ccc3ccc(O)cc3c2)c1
36512,NS(=O)(=O)Cc1cccc(Nc2ncnc(Cl)n2)c1,Clc1ncnc(Cl)n1.Nc1cccc(CS(N)(=O)=O)c1
36513,O=C(c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)cc2c1N[C@H]1CC[C@H](CN2CCC(O)C2)CC1)C1CC1,CC1(C)OB(c2cc(Cl)c(O)c(Cl)c2)OC1(C)C.O=C(c1cnc2ccc(Br)cc2c1N[C@H]1CC[C@H](CN2CCC(O)C2)CC1)C1CC1
36514,C=C(c1ccc(NC(=O)OC(C)(C)C)cc1)C(F)(F)F,C=C(B1OC(C)CC(C)(C)O1)C(F)(F)F.CC(C)(C)OC(=O)Nc1ccc(Br)cc1
36515,CCC1CC(=O)c2cc(C)nc(C)c2N1C(=O)OCc1ccccc1,CCC1C(C(=O)OC)C(=O)c2cc(C)nc(C)c2N1C(=O)OCc1ccccc1
36516,Cc1nc2c(OCC3CCCCC3)cccn2c1C(=O)NC1CCNCC1,Cc1nc2c(OCC3CCCCC3)cccn2c1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1
36517,COc1cc(N)cc(OC)c1-c1cccnc1,COc1cc(N)cc(OC)c1Br.c1cncc(B2OCCO2)c1
36518,O=Cc1ccc2cc[nH]c2c1,OCc1ccc2cc[nH]c2c1
36519,CC(C)(C)OC(=O)NC1(c2ccc(-n3c(-c4cccnc4N)nc4ccc(-c5cccc(N6CCO[C@H](CO)C6)c5)nc43)cc2)CCC1,CC(C)(C)OC(=O)NC1(c2ccc(-n3c(-c4cccnc4N)nc4ccc(-c5cccc(N6CCO[C@H](COCc7ccccc7)C6)c5)nc43)cc2)CCC1
36520,N#Cc1ccc(-c2ccc(N3CCN(c4cccc(Cl)c4)CC3)cc2)[nH]c1=O,Clc1cccc(N2CCNCC2)c1.N#Cc1ccc(-c2ccc(F)cc2)[nH]c1=O
36521,CCOP(=O)(CNCc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2NC(=O)OC(C)(C)C)cc1)OCC,CC(C)(C)OC(=O)Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(CBr)cc1.CCOP(=O)(CN)OCC
36522,CNc1ncc2c(-c3ccc(C)cc3)nn(CC3CCC(N)CC3)c2n1,CNc1ncc2c(-c3ccc(C)cc3)nn(CC3CCC(NC(=O)OC(C)(C)C)CC3)c2n1
36523,Fc1ccc(N2CCNCC2)cc1C(F)(F)F,CC(C)(C)OC(=O)N1CCN(c2ccc(F)c(C(F)(F)F)c2)CC1
36524,CC(C)N1CCN(C(=O)[C@H]2CCN(c3ccc(C(F)(F)F)nc3)C2)CC1,CC(C)N1CCN(C(=O)[C@H]2CCNC2)CC1.FC(F)(F)c1ccc(Br)cn1
36525,CC(C)COc1ccccc1-c1ncc(C#N)c(=O)[nH]1,CC(C)COc1ccccc1-c1ncc(C(N)=O)c(=O)[nH]1
36526,O=C(O)CCc1ccc2c(c1)OCO2,O=C(O)C=Cc1ccc2c(c1)OCO2
36527,CON=C1CCNC1,CON=C1CCN(C(=O)OC(C)(C)C)C1
36528,CC1CC(C)(C)CCC1=O,CC1C(=O)CCC(C)(C)C1=O
36529,Cc1cnc(F)c(-c2cn(CCC=O)c(=O)[nH]c2=O)c1,COC(CCn1cc(-c2cc(C)cnc2F)c(=O)[nH]c1=O)OC
36530,O=C(O)C(F)(F)F,CC(C)(C)OC(=O)N1CC[C@@H](Sc2ccc(O)cc2)C1
36531,CCCC1CCC(C2CCC(COc3ccc(OCC)c(F)c3F)CC2)CO1,CCCC1(O)CCC(C2CCC(COc3ccc(OCC)c(F)c3F)CC2)CO1
36532,Cc1ccc(C)n1-c1cc(N2CCN(C(=O)OC(C)(C)C)CC2)ccc1N,Cc1ccc(C)n1-c1cc(N2CCN(C(=O)OC(C)(C)C)CC2)ccc1[N+](=O)[O-]
36533,O=C(c1cccc(-c2noc(C(F)(F)F)n2)c1)N1CCN(c2cccnc2)CC1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1.c1cncc(N2CCNCC2)c1
36534,CN(C)C(=O)CN(c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12)S(C)(=O)=O,CN(C)C(=O)CNS(C)(=O)=O.O=C(NCc1ccc(F)cc1)c1nc(Br)c2cccnc2c1O
36535,FC(F)(F)COc1ccc(Br)c2ccccc12,FC(F)(F)CI.Oc1ccc(Br)c2ccccc12
36536,O=C(NCC(F)F)C1CC1,NCC(F)F.O=C(Cl)C1CC1
36537,CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(CCN)CC4)no2)cc1C#N,CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(CCNC(=O)OC(C)(C)C)CC4)no2)cc1C#N
36538,CN1CCN(C2=Nc3ccc(Cl)cc3N3CCN=C23)CC1,CN1CCNCC1.ClC1=Nc2ccc(Cl)cc2N2CCN=C12
36539,COC(=O)c1nn(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)c2cc(C#N)ccc12,C#C[C@]1(O)CCN(C)C1=O.COC(=O)c1nn(-c2cccc(Br)c2)c2cc(C#N)ccc12
36540,CNC(=O)c1ccnc(F)c1F,CN.O=C(O)c1ccnc(F)c1F
36541,N#Cc1ccc(N2CCC3(CC2)CCN([C@H]2CC[C@H](O)CC2)C3=O)cc1,N#Cc1ccc(F)cc1.O=C1N([C@H]2CC[C@H](O)CC2)CCC12CCNCC2
36542,CNc1ccc(C(=O)NCc2ccc(Oc3ccccc3)cc2)c(N)n1,CN.Nc1nc(Cl)ccc1C(=O)NCc1ccc(Oc2ccccc2)cc1
36543,CNC(=O)c1ccc(OCc2ccc3c(c2)CCNCC3)nc1,CNC(=O)c1ccc(OCc2ccc3c(c2)CCN(C(=O)OC(C)(C)C)CC3)nc1
36544,NS(=O)(=O)c1ccc(-c2nc(C(=O)O)cs2)cc1,CCOC(=O)c1csc(-c2ccc(S(N)(=O)=O)cc2)n1
36545,CS(=O)(=O)NCCn1cc(C(=O)c2ccn3c2CSC3c2cccnc2)c2ccc(-c3ccc(F)cc3)cc21,CS(=O)(=O)Cl.NCCn1cc(C(=O)c2ccn3c2CSC3c2cccnc2)c2ccc(-c3ccc(F)cc3)cc21
36546,Cc1cnc(NC(=O)c2cccc3[nH]c(-c4cnccc4C(F)(F)F)nc23)s1,Cc1cnc(N)s1.O=C(O)c1cccc2[nH]c(-c3cnccc3C(F)(F)F)nc12
36547,CN(C)CCOc1ccccc1C1=NN(c2ccccc2Br)C(=O)N(c2ccccc2)C1,CN(C)CCCl.O=C1N(c2ccccc2)CC(c2ccccc2O)=NN1c1ccccc1Br
36548,CC[C@H](C)[C@@H](CNCc1cccc2ccccc12)NC(=O)OC(C)(C)C,CC[C@H](C)[C@@H](C=O)NC(=O)OC(C)(C)C.NCc1cccc2ccccc12
36549,Oc1ccc(C(F)(F)F)cc1-c1ccnn1C1CNC1,CC(C)(C)OC(=O)N1CC(n2nccc2-c2cc(C(F)(F)F)ccc2O)C1
36550,CCOC(=O)/C=C/c1ccc(C(=C2CC(C)(C)CC(C)(C)C2)c2ccc(O)cc2)cc1,C=CC(=O)OCC.CC1(C)CC(=C(c2ccc(O)cc2)c2ccc(Br)cc2)CC(C)(C)C1
36551,Cc1nc(SCc2cc(N3CCSCC3)cc(N(Cc3cccc(F)n3)C(=O)OC(C)(C)C)n2)oc1C,Cc1nc(SCc2cc(N3CCSCC3)cc(NC(=O)OC(C)(C)C)n2)oc1C.Fc1cccc(CCl)n1
36552,COC(=O)c1ccc(N2CCc3c([nH]c4ccccc34)C2)nc1,COC(=O)c1ccc(Cl)nc1.c1ccc2c3c([nH]c2c1)CNCC3
36553,CN(C)Cc1cc(NCCN2CCOCC2)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,CN(C)Cc1cc(N)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12.O=CCN1CCOCC1
36554,CN(C)CCNS(=O)(=O)c1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1,CN(C)CCN(C(=O)OC(C)(C)C)S(=O)(=O)c1ccc(C(=O)O[C@@H](Cc2c(Cl)c[n+]([O-])cc2Cl)c2ccc(OC(F)F)c(OCC3CC3)c2)cc1
36555,CC(=O)N1CCN(CC(C)(C)N)CC1,CC(=O)N1CCN(CC(C)(C)[N+](=O)[O-])CC1
36556,CC(C)NC(C)CCC1(C(N)=O)c2ccccc2-c2ccccc21,CC(=O)CCC1(C(N)=O)c2ccccc2-c2ccccc21.CC(C)N
36557,O=C(OCCS(=O)(=O)CCCOCCc1ccccc1)c1ccc([N+](=O)[O-])cc1,O=C(Cl)c1ccc([N+](=O)[O-])cc1.O=S(=O)(CCO)CCCOCCc1ccccc1
36558,COC(=O)c1ccc(S(=O)(=O)N(Cc2ccc3occc3c2)c2ncc(Cl)cc2Cl)cc1,COC(=O)c1ccc(S(=O)(=O)NCc2ccc3occc3c2)cc1.Fc1ncc(Cl)cc1Cl
36559,CCCCCCCCCCCCCCOc1ccc(COC(=O)N(Cc2ccccn2)C(C)=O)cc1,CC(=O)OC(C)=O.CCCCCCCCCCCCCCOc1ccc(COC(=O)NCc2ccccn2)cc1
36560,Fc1ccc(-c2c[nH]c(C3CCNCC3)n2)cc1,Fc1ccc(-c2c[nH]c(C3CCN(Cc4ccccc4)CC3)n2)cc1
36561,CCCCCc1c(-c2ccccc2)n(Cc2ccccc2)c2ccc(-c3ccc(OCC(=O)O)cc3)cc12,CCCCCc1c(-c2ccccc2)n(Cc2ccccc2)c2ccc(-c3ccc(OCC(=O)OC)cc3)cc12
36562,O=C1CN[C@H](C(=O)O)C1,O=C1C[C@@H](C(=O)O)N(C(=O)OCc2ccccc2)C1
36563,Cc1ccccc1[C@H](O)C1CC1,Cc1ccccc1C(=O)C1CC1
36564,CN1CCN(c2ccc(-n3c4c(c5ccccc53)CN3CCC4CC3)cc2)CC1,CN1CCN(c2ccc(Br)cc2)CC1.c1ccc2c3c([nH]c2c1)C1CCN(CC1)C3
36565,Clc1ccc(C(OC2CN(C(c3ccccc3)c3ccccc3)C2)c2ccc(Cl)cc2)cc1,Clc1ccc(C(OC2CN(C(c3ccccc3)c3ccccc3)C2)c2ccc(Cl)cc2Cl)cc1
36566,COC(=O)c1cccc2c1c1c(n2Cc2cccnc2)CCCC1=O,COC(=O)c1cccc2[nH]c3c(c12)C(=O)CCC3.ClCc1cccnc1
36567,CC(=O)N1CCc2c(c(-c3ccc(Br)cc3)nn2CC2CO2)C1,CC(=O)N1CCc2[nH]nc(-c3ccc(Br)cc3)c2C1.ClCC1CO1
36568,CNC(=O)CN(C)Cc1ccc([N+](=O)[O-])cc1,CN.CN(CC(=O)O)Cc1ccc([N+](=O)[O-])cc1
36569,CCOC(=O)C1CC1c1cccc2nc(C)cn12,CCOC(=O)/C=C/c1cccc2nc(C)cn12.C[S+](C)(C)=O
36570,COC(=O)N1CCc2ccc(Br)cc2CC1,Brc1ccc2c(c1)CCNCC2.COC(=O)Cl
36571,CCOC(=O)CN(CCCn1c(-c2ccc(F)cc2)csc1=Nc1ccc(Cl)cc1OC)C(=O)OC(C)(C)C,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCOC(=O)CNCCCn1c(-c2ccc(F)cc2)csc1=Nc1ccc(Cl)cc1OC
36572,COc1cc2c(N[C@H](C)c3ccccc3)c([N+](=O)[O-])cnc2cc1-c1c(C)noc1C,COc1cc2c(Cl)c([N+](=O)[O-])cnc2cc1-c1c(C)noc1C.C[C@@H](N)c1ccccc1
36573,CC(=O)Nc1cn2cc(-c3cnc(N)c(-c4ccc(C(F)(F)F)cc4)c3)ccc2n1,CC(=O)Nc1cn2cc(-c3cnc(N)c(Cl)c3)ccc2n1.OB(O)c1ccc(C(F)(F)F)cc1
36574,CC(C)(C)C(=O)Nc1ncnc2c1ncn2-c1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1,CC(C)(C)C(=O)OC(=O)C(C)(C)C.Nc1ncnc2c1ncn2-c1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1
36575,NCCCN(Cc1cccs1)c1ccccn1,ClCc1cccs1.NCCCNc1ccccn1
36576,COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CC(=O)O.COc1ccc([C@@H]2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)[C@@H]2O)cc1
36577,COC(=O)c1ccc(CNCCc2ccccc2O)cc1,COC(=O)c1ccc(CNCCc2ccccc2OC)cc1
36578,O=C(Nc1ccncc1Cl)c1cc2c(s1)-c1ccccc1OCC2,Nc1ccncc1Cl.O=C(Cl)c1cc2c(s1)-c1ccccc1OCC2
36579,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2n(CC)c1=O,CCCCCCCCCCCC(=O)NN.CCOC(=O)c1c(O)c2ccc(Cl)cc2n(CC)c1=O
36580,O=C(C[N+]12CCC(CC1)[C@@H](O)C2)Nc1ccon1,O=C(CBr)Nc1ccon1.O[C@H]1CN2CCC1CC2
36581,OCc1ccc2cc(-c3ccccc3)[nH]c2c1,O=C(O)c1ccc2cc(-c3ccccc3)[nH]c2c1
36582,N#Cc1ccc(OCC(C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3cc(F)c(F)cc32)c(F)c1,N#Cc1ccc(O)c(F)c1.OCC(C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21
36583,CCOC(=O)c1c[nH]nc1NC(=O)Nc1ccccc1,CCOC(=O)c1cn(C(=O)OC(C)(C)C)nc1NC(=O)Nc1ccccc1
36584,O=C(c1ccc(-c2cc3nccc(Oc4ccc(-c5cnc6n(c5=O)CCN6c5ccccc5)cc4F)c3s2)cc1)N1CCOCC1,O=C(c1ccc(B(O)O)cc1)N1CCOCC1.O=c1c(-c2ccc(Oc3ccnc4cc(I)sc34)c(F)c2)cnc2n1CCN2c1ccccc1
36585,NC(=O)CNC(C(=O)O)c1cccs1,CC(C)(C)OC(=O)C(NCC(N)=O)c1cccs1
36586,O=Cc1ccc(OCCCCCCO)cc1,O=Cc1ccc(O)cc1.OCCCCCCCl
36587,CCC(CC)n1ncn(-c2ccc(N3CCN(c4ccc(SCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,CCC(Br)CC.O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(SCC4COC(Cn5cncn5)(c5ccc(F)cc5F)C4)cc3)CC2)cc1
36588,C(=C/C1CCCCC1)\c1nc(COc2ccc(CCCn3ccnc3)cc2)co1,ClCc1coc(/C=C/C2CCCCC2)n1.Oc1ccc(CCCn2ccnc2)cc1
36589,CC(C)NC(=O)c1ccc(OCc2c(-c3ccc(F)cc3)noc2CO)nc1,CC(C)N.COC(=O)c1ccc(OCc2c(-c3ccc(F)cc3)noc2CO)nc1
36590,N#CCc1cc(-c2cn(-c3ccccc3Cl)c(=O)c3c(N)n[nH]c23)cs1,CC1(C)OB(c2csc(CC#N)c2)OC1(C)C.Nc1n[nH]c2c(Br)cn(-c3ccccc3Cl)c(=O)c12
36591,O=C(O)c1ccc2nc(-c3ccc(F)cc3)c(N3CCCc4cc(C(=O)N5CCOCC5)ccc43)nc2c1,COC(=O)c1ccc2nc(-c3ccc(F)cc3)c(N3CCCc4cc(C(=O)N5CCOCC5)ccc43)nc2c1
36592,COc1ccc(OC)c(CNc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c1,COc1ccc(OC)c(C=O)c1.Nc1cccc(-c2c(Cc3ccccc3)cnc3c(C(F)(F)F)cccc23)c1
36593,CCC(=O)N(c1cccc(Cl)c1)C1(c2nc(C)cs2)CCN(Cc2ccccc2)CC1,CCC(=O)Cl.Cc1csc(C2(Nc3cccc(Cl)c3)CCN(Cc3ccccc3)CC2)n1
36594,Cc1ccc2c(-c3ccc(Cl)cc3)c([C@@H](CO)OC(C)(C)C)c(Cl)cc2n1,Cc1ccc2c(-c3ccc(Cl)cc3)c([C@@H](COC(=O)C(C)(C)C)OC(C)(C)C)c(Cl)cc2n1
36595,Cc1c(Cc2sc3c(c2C(=O)N2C[C@](C)(O)CO2)c(=O)n(C)c(=O)n3C(C)C)c(C(F)(F)F)nn1-c1ncccn1,Brc1ncccn1.Cc1[nH]nc(C(F)(F)F)c1Cc1sc2c(c1C(=O)N1C[C@](C)(O)CO1)c(=O)n(C)c(=O)n2C(C)C
36596,OCC[C@@H]1OC2(CCCC2)O[C@H]1c1ccccc1Cl,CC(C)(C)C(=O)OCC[C@@H]1OC2(CCCC2)O[C@H]1c1ccccc1Cl
36597,c1ccc(COc2ccc(OCC3CO3)cc2OCc2ccccc2)cc1,ClCC1CO1.Oc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1
36598,COC(C)(C)c1nc2cc(N(C)S(=O)(=O)c3ccc([N+](=O)[O-])cc3)ccc2n1CC1CCOCC1,CNc1ccc2c(c1)nc(C(C)(C)OC)n2CC1CCOCC1.O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1
36599,c1cc(CCOC2CCCCO2)nc(NC2CCCC2)c1,Brc1cccc(CCOC2CCCCO2)n1.NC1CCCC1
36600,CCOC(=O)c1nc2cc(CBr)ccn2c1-c1ccc(F)cc1,CCOC(=O)c1nc2cc(C)ccn2c1-c1ccc(F)cc1.O=C1CCC(=O)N1Br
36601,Cc1sc2nc(-n3cncn3)nc(NCc3ccccc3)c2c1C,Cc1sc2nc(Cl)nc(NCc3ccccc3)c2c1C.c1nc[nH]n1
36602,CSCC[C@@H](CS(=O)(=O)O)NC(=O)CN,CSCC[C@@H](CS(=O)(=O)O)NC(=O)CNC(=O)OC(C)(C)C
36603,O=[N+]([O-])c1ccc(N(Cc2ccc(C(F)(F)F)cc2)c2cncnc2)cc1,FC(F)(F)c1ccc(CBr)cc1.O=[N+]([O-])c1ccc(Nc2cncnc2)cc1
36604,COC(=O)c1nc(C#N)c2cc(Oc3ccc4ccccc4c3)ccc2c1O,COC(=O)c1nc(I)c2cc(Oc3ccc4ccccc4c3)ccc2c1O.N#C[Cu]
36605,CN1c2ccccc2[C@H]2Cc3ccccc3[C@H]21,CI.c1ccc2c(c1)C[C@@H]1c3ccccc3N[C@H]21
36606,CC(C)(C)OC(=O)N[C@@H](c1nc(-c2cc(F)ccc2F)cn1Cc1ccccc1)C1CCOCC1,BrCc1ccccc1.CC(C)(C)OC(=O)N[C@@H](c1nc(-c2cc(F)ccc2F)c[nH]1)C1CCOCC1
36607,CC(C)(C)OC(=O)CNC(=O)C1=C(O)c2ccccc2C2(CCOCC2)C1=O,CC(C)(C)OC(=O)CN.CCOC(=O)C1=C(O)c2ccccc2C2(CCOCC2)C1=O
36608,CCOC(C)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CO[Si](C)(C)C(C)(C)C)[C@@]4(C)CC[C@@H]32)C1(C)C,C=COCC.C[C@H](CO[Si](C)(C)C(C)(C)C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
36609,CC(C)CCS(=O)(=O)NC(=O)/C=C/c1cc(OC(C)C)nn1Cc1ccc(C(F)(F)F)cc1Cl,CC(C)CCS(N)(=O)=O.CC(C)Oc1cc(/C=C/C(=O)O)n(Cc2ccc(C(F)(F)F)cc2Cl)n1
36610,CCOC(=O)c1cc(Cl)ccc1Br,CCO.O=C(O)c1cc(Cl)ccc1Br
36611,CC(C)(C)OC(=O)[C@H](Cc1ccc(OCCCC(=O)NC2=NCCCN2)cc1)NS(=O)(=O)c1cccc2ccccc12,CC(C)(C)OC(=O)[C@H](Cc1ccc(OCCCC(=O)O)cc1)NS(=O)(=O)c1cccc2ccccc12.NC1=NCCCN1
36612,Cc1cccc(C)c1-n1nc(C(C)(C)C)cc1Nc1cccnc1C(=O)O,CCOC(=O)c1ncccc1Nc1cc(C(C)(C)C)nn1-c1c(C)cccc1C
36613,O=C(O)CSC(=O)c1ccccc1,O=C(Cl)c1ccccc1.O=C(O)CS
36614,CCCCc1nc2c(C)cc(NC(=O)C(C)(C)C)cc2n1Cc1ccc(OC(C(=O)O)c2ccccc2)cc1,CCCCc1nc2c(C)cc(NC(=O)C(C)(C)C)cc2n1Cc1ccc(OC(C(=O)OCC)c2ccccc2)cc1
36615,COC(=O)c1ccc(C2CCN(C(=O)c3ccc[nH]3)C2)c(C(F)(F)F)c1,COC(=O)c1ccc(C2CCNC2)c(C(F)(F)F)c1.O=C(O)c1ccc[nH]1
