Dataset_ID,A_GHz,B_GHz,C_GHz,Dipole_Debye,Polarizability_Bohr3,HOMO_Hartree,LUMO_Hartree,Gap_Hartree,R2_Bohr2,ZPVE_Hartree,U_298K_Hartree,H_298K_Hartree,G_298K_Hartree,Cv_cal_mol_K,SMILES,InChI
gdb_1963,7.52443,1.42914,1.27779,2.9522,64.9,-0.2392,-0.0162,0.223,946.2511,0.147052,-309.735489,-309.727948,-309.727004,-309.767494,CCC1CC(=O)C1,"InChI=1S/C6H10O/c1-2-5-3-6(7)4-5/h5H,2-4H2,1H3"
gdb_1964,7.16538,1.53135,1.36524,3.894,61.85,-0.2462,0.0378,0.284,894.6601,0.136738,-325.808333,-325.800958,-325.800014,-325.840001,CCC1CC(=O)N1,"InChI=1S/C5H9NO/c1-2-4-3-5(7)6-4/h4H,2-3H2,1H3,(H,6,7)"
gdb_1965,6.91956,1.63045,1.44116,4.1185,57.54,-0.2734,0.0127,0.2862,849.9582,0.12481,-345.692143,-345.685151,-345.684206,-345.723385,CCC1CC(=O)O1,"InChI=1S/C5H8O2/c1-2-4-3-5(6)7-4/h4H,2-3H2,1H3"
gdb_1966,8.12337,1.50529,1.33845,2.653,62.33,-0.2298,-0.0228,0.2071,897.3438,0.13542,-325.767721,-325.760417,-325.759472,-325.79919,CCN1CC(=O)C1,"InChI=1S/C5H9NO/c1-2-6-3-5(7)4-6/h2-4H2,1H3"
gdb_1967,8.2862,1.51186,1.35316,2.968,58.38,-0.2422,-0.0209,0.2212,872.3949,0.123071,-345.650105,-345.642843,-345.641899,-345.681734,COC1CC(=O)C1,"InChI=1S/C5H8O2/c1-7-5-2-4(6)3-5/h5H,2-3H2,1H3"
gdb_1968,6.9034,1.67937,1.47296,1.2437,55.23,-0.2659,0.021,0.2869,807.6631,0.113694,-361.707841,-361.701076,-361.700132,-361.738859,OCC1CC(=N)O1,"InChI=1S/C4H7NO2/c5-4-1-3(2-6)7-4/h3,5-6H,1-2H2"
gdb_1969,7.64253,1.46646,1.31063,3.483,57.88,-0.2404,-0.0177,0.2227,882.5778,0.12355,-345.655968,-345.648615,-345.647671,-345.688146,OCC1CC(=O)C1,"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2"
gdb_1970,7.37564,1.55802,1.38055,2.1305,54.52,-0.2545,0.0242,0.2787,837.9924,0.113556,-361.728293,-361.721276,-361.720332,-361.759573,OCC1CC(=O)N1,"InChI=1S/C4H7NO2/c6-2-3-1-4(7)5-3/h3,6H,1-2H2,(H,5,7)"
gdb_1971,7.00548,1.68055,1.47742,2.8699,50.3,-0.2796,0.0025,0.2821,788.3577,0.10167,-381.612648,-381.606056,-381.605112,-381.643529,OCC1CC(=O)O1,"InChI=1S/C4H6O3/c5-2-3-1-4(6)7-3/h3,5H,1-2H2"
gdb_1972,6.72748,1.36017,1.25615,1.2181,68.05,-0.2607,0.0784,0.3391,1002.5383,0.171293,-310.90878,-310.900748,-310.899803,-310.941019,CC1CC(CO)C1,"InChI=1S/C6H12O/c1-5-2-6(3-5)4-7/h5-7H,2-4H2,1H3"
gdb_1973,5.27803,1.69725,1.54148,2.6241,60.43,-0.2462,0.0758,0.322,853.6911,0.148037,-346.839066,-346.831517,-346.830573,-346.871068,CC1CC(CO)O1,"InChI=1S/C5H10O2/c1-4-2-5(3-6)7-4/h4-6H,2-3H2,1H3"
gdb_1974,6.49486,1.34605,1.24074,0.1113,75.11,-0.2798,0.089,0.3688,1060.4553,0.194759,-274.988525,-274.980298,-274.979354,-275.020849,CCC1CC(C)C1,"InChI=1S/C7H14/c1-3-7-4-6(2)5-7/h6-7H,3-5H2,1-2H3"
gdb_1975,5.53078,1.58312,1.45144,1.5092,67.98,-0.2395,0.0916,0.3312,935.7818,0.17085,-310.917273,-310.909253,-310.908309,-310.94974,CCC1CC(C)O1,"InChI=1S/C6H12O/c1-3-6-4-5(2)7-6/h5-6H,3-4H2,1-2H3"
gdb_1976,6.6949,1.36325,1.25272,1.3826,67.86,-0.2525,0.0787,0.3311,1004.381,0.171229,-310.912991,-310.905014,-310.90407,-310.945115,CCC1CC(O)C1,"InChI=1S/C6H12O/c1-2-5-3-6(7)4-5/h5-7H,2-4H2,1H3"
gdb_1977,7.02721,1.42119,1.31443,1.0893,68.5,-0.2433,0.0869,0.3303,983.4652,0.170887,-310.904876,-310.896892,-310.895948,-310.937038,COC1CC(C)C1,"InChI=1S/C6H12O/c1-5-3-6(4-5)7-2/h5-6H,3-4H2,1-2H3"
gdb_1978,4.49144,2.00149,1.83804,2.4305,60.71,-0.2487,0.0775,0.3261,774.6266,0.147939,-346.827596,-346.820264,-346.81932,-346.858807,COC1CC(O)C1,"InChI=1S/C5H10O2/c1-7-5-2-4(6)3-5/h4-6H,2-3H2,1H3"
gdb_1979,7.55745,1.51368,1.39077,1.5764,65.87,-0.2074,0.0875,0.2949,927.1837,0.159007,-326.934987,-326.927108,-326.926163,-326.966983,COC1CN(C)C1,"InChI=1S/C5H11NO/c1-6-3-5(4-6)7-2/h5H,3-4H2,1-2H3"
gdb_1980,6.95818,1.37685,1.26766,1.8343,60.87,-0.254,0.0759,0.3299,947.1788,0.147771,-346.833271,-346.825496,-346.824551,-346.865288,OCC1CC(O)C1,"InChI=1S/C5H10O2/c6-3-4-1-5(7)2-4/h4-7H,1-3H2"
gdb_1981,6.30064,1.67762,1.44885,2.1399,61.95,-0.261,0.0337,0.2946,866.8092,0.135873,-325.770105,-325.762584,-325.76164,-325.801999,CC(=N)OC1CC1,"InChI=1S/C5H9NO/c1-4(6)7-5-2-3-5/h5-6H,2-3H2,1H3"
gdb_1982,5.34125,1.56122,1.3846,2.6593,64.63,-0.2366,-0.0084,0.2282,914.8221,0.146878,-309.727603,-309.719627,-309.718683,-309.761177,CC(=O)CC1CC1,"InChI=1S/C6H10O/c1-5(7)4-6-2-3-6/h6H,2-4H2,1H3"
gdb_1983,5.81495,1.59429,1.35508,2.5275,61.14,-0.2427,-0.0164,0.2263,887.9112,0.135744,-325.766945,-325.759193,-325.758249,-325.799808,CC(=O)CC1CN1,"InChI=1S/C5H9NO/c1-4(7)2-5-3-6-5/h5-6H,2-3H2,1H3"
gdb_1984,6.4653,1.46215,1.35247,3.3679,57.74,-0.2487,-0.0144,0.2343,910.2191,0.122566,-345.651109,-345.643369,-345.642425,-345.6841,CC(=O)CC1CO1,"InChI=1S/C5H8O2/c1-4(6)2-5-3-7-5/h5H,2-3H2,1H3"
gdb_1985,5.76194,1.58148,1.44439,2.5562,61.56,-0.2389,-0.0104,0.2285,876.144,0.13489,-325.760915,-325.753121,-325.752176,-325.793848,CC(=O)CN1CC1,"InChI=1S/C5H9NO/c1-5(7)4-6-2-3-6/h2-4H2,1H3"
gdb_1986,6.49401,1.59682,1.38628,3.4271,61.82,-0.2378,0.0338,0.2717,894.1601,0.135915,-325.797299,-325.789334,-325.78839,-325.830694,CC(=O)NC1CC1,"InChI=1S/C5H9NO/c1-4(7)6-5-2-3-5/h5H,2-3H2,1H3,(H,6,7)"
gdb_1987,6.58685,1.60765,1.43529,1.836,58.33,-0.266,0.0164,0.2825,869.4901,0.123256,-345.676156,-345.668462,-345.667517,-345.709632,CC(=O)OC1CC1,"InChI=1S/C5H8O2/c1-4(6)7-5-2-3-5/h5H,2-3H2,1H3"
gdb_1988,6.47582,1.54091,1.31938,3.8081,60.83,-0.236,0.0379,0.2738,899.1938,0.136643,-325.800699,-325.792947,-325.792003,-325.833231,NC(=O)CC1CC1,"InChI=1S/C5H9NO/c6-5(7)3-4-1-2-4/h4H,1-3H2,(H2,6,7)"
gdb_1989,6.66628,1.60444,1.37235,2.5886,57.33,-0.2423,0.0312,0.2735,854.1692,0.125986,-341.84119,-341.833846,-341.832901,-341.873047,NC(=O)CC1CN1,"InChI=1S/C4H8N2O/c5-4(7)1-3-2-6-3/h3,6H,1-2H2,(H2,5,7)"
gdb_1990,6.61115,1.67245,1.42544,3.1767,53.99,-0.2423,0.0284,0.2707,818.7639,0.113328,-361.725394,-361.718223,-361.717279,-361.757171,NC(=O)CC1CO1,"InChI=1S/C4H7NO2/c5-4(6)1-3-2-7-3/h3H,1-2H2,(H2,5,6)"
gdb_1991,6.43404,1.58894,1.44417,3.4827,58.06,-0.2366,0.0389,0.2756,848.4204,0.125268,-341.836348,-341.828981,-341.828037,-341.868258,NC(=O)CN1CC1,"InChI=1S/C4H8N2O/c5-4(7)3-6-1-2-6/h1-3H2,(H2,5,7)"
gdb_1992,6.69202,1.6482,1.41819,3.7334,57.85,-0.2387,0.0552,0.2939,851.1394,0.125493,-341.85849,-341.850857,-341.849913,-341.890788,NC(=O)NC1CC1,"InChI=1S/C4H8N2O/c5-4(7)6-3-1-2-3/h3H,1-2H2,(H3,5,6,7)"
gdb_1993,6.82639,1.6499,1.46856,2.3559,54.31,-0.265,0.0562,0.3212,828.8,0.113187,-361.740252,-361.733043,-361.732099,-361.772159,NC(=O)OC1CC1,"InChI=1S/C4H7NO2/c5-4(6)7-3-1-2-3/h3H,1-2H2,(H2,5,6)"
gdb_1994,6.58416,1.72437,1.46603,5.7371,53.84,-0.2533,0.0213,0.2746,801.0763,0.114635,-361.724921,-361.71833,-361.717386,-361.755825,[O-]C(=O)CC1C[NH2+]1,"InChI=1S/C4H7NO2/c6-4(7)1-3-2-5-3/h3,5H,1-2H2,(H,6,7)"
gdb_1995,5.24862,1.356,1.24792,0.0808,74.76,-0.2696,0.0861,0.3557,1063.9931,0.194216,-274.982322,-274.973806,-274.972862,-275.015169,CC(C)CC1CC1,"InChI=1S/C7H14/c1-6(2)5-7-3-4-7/h6-7H,3-5H2,1-2H3"
gdb_1996,5.69889,1.48004,1.27191,1.6994,67.79,-0.2627,0.0884,0.3512,987.1741,0.17019,-310.905786,-310.897508,-310.896564,-310.93844,CC(C)CC1CO1,"InChI=1S/C6H12O/c1-5(2)3-6-4-7-6/h5-6H,3-4H2,1-2H3"
gdb_1997,5.40145,1.43993,1.3227,1.0589,72.03,-0.2301,0.0884,0.3185,1005.0328,0.182393,-291.017433,-291.009082,-291.008138,-291.050031,CC(C)CN1CC1,"InChI=1S/C6H13N/c1-6(2)5-7-3-4-7/h6H,3-5H2,1-2H3"
gdb_1998,5.51613,1.59635,1.34612,1.0281,68.37,-0.2346,0.089,0.3236,954.8802,0.169742,-310.902683,-310.894404,-310.89346,-310.935305,CC(C)OC1CC1,"InChI=1S/C6H12O/c1-5(2)7-6-3-4-6/h5-6H,3-4H2,1-2H3"
gdb_1999,5.8156,1.47446,1.27412,1.5085,67.91,-0.2587,0.0745,0.3332,988.001,0.170524,-310.907823,-310.899513,-310.898569,-310.940519,CC(O)CC1CC1,"InChI=1S/C6H12O/c1-5(7)4-6-2-3-6/h5-7H,2-4H2,1H3"
gdb_2000,5.94632,1.41037,1.30468,1.4179,60.9,-0.2585,0.0711,0.3296,959.9123,0.146603,-346.832253,-346.82418,-346.823235,-346.864816,CC(O)CC1CO1,"InChI=1S/C5H10O2/c1-4(6)2-5-3-7-5/h4-6H,2-3H2,1H3"
gdb_2001,5.90365,1.56167,1.33416,2.1208,64.8,-0.2291,0.0703,0.2995,936.0565,0.1588,-326.941692,-326.933626,-326.932682,-326.973925,CC(O)CN1CC1,"InChI=1S/C5H11NO/c1-5(7)4-6-2-3-6/h5,7H,2-4H2,1H3"
gdb_2002,6.21612,2.01519,2.01511,0.6199,68.61,-0.2575,0.0461,0.3036,703.5632,0.12584,-271.300649,-271.294643,-271.293699,-271.330151,C#CC12CC(C1)C2,"InChI=1S/C7H8/c1-2-7-3-6(4-7)5-7/h1,6H,3-5H2"
gdb_2003,6.46389,2.0966,2.07997,1.9161,61.1,-0.241,0.0143,0.2553,662.2897,0.100947,-307.209274,-307.203358,-307.202413,-307.238732,C#CC12CC(C1)O2,"InChI=1S/C6H6O/c1-2-6-3-5(4-6)7-6/h1,5H,3-4H2"
gdb_2004,6.6151,1.99851,1.99845,1.3361,64.31,-0.2429,0.0352,0.2782,689.1253,0.114332,-287.322957,-287.317069,-287.316125,-287.352424,C#CC12CN(C1)C2,"InChI=1S/C6H7N/c1-2-6-3-7(4-6)5-6/h1H,3-5H2"
gdb_2005,6.19821,2.0418,2.04169,4.2071,62.9,-0.3107,0.0253,0.3361,678.8012,0.115732,-287.407788,-287.40215,-287.401205,-287.437115,N#CC12CC(C1)C2,"InChI=1S/C6H7N/c7-4-6-1-5(2-6)3-6/h5H,1-3H2"
gdb_2006,6.33166,2.08679,2.0783,4.3149,59.37,-0.2625,0.0066,0.2691,656.4934,0.103987,-303.437471,-303.431903,-303.430958,-303.466758,N#CC12CC(C1)N2,"InChI=1S/C5H6N2/c6-3-5-1-4(2-5)7-5/h4,7H,1-2H2"
gdb_2007,6.45255,2.12477,2.1067,4.4634,55.54,-0.266,-0.0089,0.2571,638.5017,0.090627,-323.312375,-323.306806,-323.305861,-323.341661,N#CC12CC(C1)O2,"InChI=1S/C5H5NO/c6-3-5-1-4(2-5)7-5/h4H,1-2H2"
gdb_2008,6.58704,2.02216,2.02202,2.2787,58.82,-0.2625,0.0136,0.2761,665.0279,0.104034,-303.428586,-303.423028,-303.422084,-303.457907,N#CC12CN(C1)C2,InChI=1S/C5H6N2/c6-1-5-2-7(3-5)4-5/h2-4H2
gdb_2009,5.74265,2.08374,2.02612,2.74,62.46,-0.2461,-0.0278,0.2183,691.0499,0.125734,-308.475489,-308.469386,-308.468442,-308.505736,O=CC12CC(C1)C2,"InChI=1S/C6H8O/c7-4-6-1-5(2-6)3-6/h4-5H,1-3H2"
gdb_2010,5.93688,2.13799,2.09202,2.2231,54.87,-0.2522,-0.0431,0.2091,652.3392,0.100545,-344.385047,-344.378878,-344.377934,-344.416181,O=CC12CC(C1)O2,"InChI=1S/C5H6O2/c6-3-5-1-4(2-5)7-5/h3-4H,1-2H2"
gdb_2011,6.06376,2.06932,2.01093,1.7059,58.35,-0.2297,-0.0392,0.1905,676.247,0.114069,-324.495988,-324.489969,-324.489025,-324.526253,O=CC12CN(C1)C2,"InChI=1S/C5H7NO/c7-4-5-1-6(2-5)3-5/h4H,1-3H2"
gdb_2012,5.18386,1.99081,1.91531,0.2264,71.65,-0.2866,0.0912,0.3778,784.7641,0.172823,-273.743311,-273.736471,-273.735527,-273.774027,CCC12CC(C1)C2,"InChI=1S/C7H12/c1-2-7-3-6(4-7)5-7/h6H,2-5H2,1H3"
gdb_2013,5.36199,2.10073,2.00897,1.7381,64.35,-0.2308,0.0933,0.3241,734.8427,0.148106,-309.658574,-309.651808,-309.650863,-309.689207,CCC12CC(C1)O2,"InChI=1S/C6H10O/c1-2-6-3-5(4-6)7-6/h5H,2-4H2,1H3"
gdb_2014,5.43677,1.97945,1.90209,2.0193,67.67,-0.2238,0.0776,0.3015,769.9586,0.161268,-289.766576,-289.759826,-289.758882,-289.79732,CCC12CN(C1)C2,"InChI=1S/C6H11N/c1-2-6-3-7(4-6)5-6/h2-5H2,1H3"
gdb_2015,5.40232,2.15272,2.08148,1.0894,64.62,-0.2482,0.0959,0.3441,715.9322,0.149106,-309.661518,-309.654982,-309.654038,-309.691913,COC12CC(C1)C2,"InChI=1S/C6H10O/c1-7-6-2-5(3-6)4-6/h5H,2-4H2,1H3"
gdb_2016,5.66943,2.13918,2.06663,1.7476,60.99,-0.243,0.0781,0.3211,701.4155,0.137544,-325.687098,-325.680635,-325.679691,-325.717535,COC12CN(C1)C2,"InChI=1S/C5H9NO/c1-7-5-2-6(3-5)4-5/h2-4H2,1H3"
gdb_2017,5.35352,2.03795,1.95908,1.3849,64.86,-0.2638,0.0744,0.3382,733.8702,0.149398,-309.662433,-309.655798,-309.654854,-309.692957,OCC12CC(C1)C2,"InChI=1S/C6H10O/c7-4-6-1-5(2-6)3-6/h5,7H,1-4H2"
gdb_2018,5.50883,2.16849,2.07586,2.0858,57.13,-0.2433,0.0763,0.3196,679.9535,0.125078,-345.579201,-345.572843,-345.571899,-345.609389,OCC12CC(C1)O2,"InChI=1S/C5H8O2/c6-3-5-1-4(2-5)7-5/h4,6H,1-3H2"
gdb_2019,5.62052,2.02689,1.94642,2.977,60.9,-0.2247,0.0665,0.2913,718.6605,0.137845,-325.685245,-325.678707,-325.677763,-325.715786,OCC12CN(C1)C2,"InChI=1S/C5H9NO/c7-4-5-1-6(2-5)3-5/h7H,1-4H2"
gdb_2020,7.80016,1.90068,1.76453,2.6952,59.69,-0.2499,0.0278,0.2777,728.0368,0.113588,-324.558989,-324.552833,-324.551889,-324.588867,N=C1CC2(CC2)O1,"InChI=1S/C5H7NO/c6-4-3-5(7-4)1-2-5/h6H,1-3H2"
gdb_2021,7.33597,1.77593,1.64799,2.7568,61.69,-0.2414,-0.0207,0.2208,769.4955,0.124057,-308.511094,-308.504529,-308.503585,-308.542113,O=C1CC2(CC2)C1,InChI=1S/C6H8O/c7-5-3-6(4-5)1-2-6/h1-4H2
gdb_2022,7.88001,1.82132,1.69926,3.7355,58.95,-0.2402,0.0366,0.2768,740.9905,0.113406,-324.580266,-324.573809,-324.572865,-324.610643,O=C1CC2(CC2)N1,"InChI=1S/C5H7NO/c7-4-3-5(6-4)1-2-5/h1-3H2,(H,6,7)"
gdb_2023,7.89837,1.90648,1.77464,4.036,54.55,-0.2756,0.0098,0.2854,708.1423,0.101585,-344.463502,-344.457523,-344.456579,-344.493247,O=C1CC2(CC2)O1,InChI=1S/C5H6O2/c6-4-3-5(7-4)1-2-5/h1-3H2
gdb_2024,7.59876,1.79373,1.66031,2.5522,58.1,-0.2424,-0.026,0.2165,746.2553,0.112831,-324.5518,-324.545426,-324.544482,-324.582384,O=C1CC2(CN2)C1,"InChI=1S/C5H7NO/c7-4-1-5(2-4)3-6-5/h6H,1-3H2"
gdb_2025,7.85263,1.80391,1.66532,2.15,54.39,-0.248,-0.0309,0.2171,728.8313,0.099981,-344.434438,-344.42818,-344.427235,-344.464832,O=C1CC2(CO2)C1,InChI=1S/C5H6O2/c6-4-1-5(2-4)3-7-5/h1-3H2
gdb_2026,6.69181,1.65791,1.57716,0.2114,72.09,-0.2599,0.0919,0.3518,873.4104,0.171912,-273.764673,-273.757455,-273.756511,-273.795635,CC1CC2(CC2)C1,"InChI=1S/C7H12/c1-6-4-7(5-6)2-3-7/h6H,2-5H2,1H3"
gdb_2027,6.56132,1.82095,1.75114,1.5529,64.82,-0.2227,0.0868,0.3096,795.7389,0.147643,-309.691365,-309.684336,-309.683392,-309.7224,CC1CC2(CC2)O1,"InChI=1S/C6H10O/c1-5-4-6(7-5)2-3-6/h5H,2-4H2,1H3"
gdb_2028,7.10062,1.6816,1.5918,1.9269,64.62,-0.2566,0.0786,0.3352,831.7555,0.147951,-309.691463,-309.684523,-309.683579,-309.722221,CC1CC2(CO2)C1,"InChI=1S/C6H10O/c1-5-2-6(3-5)4-7-6/h5H,2-4H2,1H3"
gdb_2029,7.35255,1.74079,1.64499,1.9136,65.74,-0.2111,0.0771,0.2882,811.8362,0.14888,-305.838224,-305.831278,-305.830334,-305.868914,CN1CC2(CN2)C1,"InChI=1S/C5H10N2/c1-7-3-5(4-7)2-6-5/h6H,2-4H2,1H3"
gdb_2030,7.5801,1.75276,1.65057,2.3196,61.97,-0.2155,0.0814,0.2969,793.8334,0.136024,-325.721011,-325.71415,-325.713206,-325.751678,CN1CC2(CO2)C1,"InChI=1S/C5H9NO/c1-6-2-5(3-6)4-7-5/h2-4H2,1H3"
gdb_2031,6.95286,1.66776,1.5881,1.3878,64.49,-0.2562,0.0794,0.3356,822.7533,0.148418,-309.68941,-309.682493,-309.681548,-309.720043,OC1CC2(CC2)C1,"InChI=1S/C6H10O/c7-5-3-6(4-5)1-2-6/h5,7H,1-4H2"
gdb_2032,7.17717,1.6817,1.59693,1.2634,60.86,-0.2419,0.0757,0.3175,799.6855,0.13718,-325.731549,-325.724788,-325.723843,-325.76209,OC1CC2(CN2)C1,"InChI=1S/C5H9NO/c7-4-1-5(2-4)3-6-5/h4,6-7H,1-3H2"
gdb_2033,7.37418,1.69002,1.60135,0.6604,57.07,-0.2567,0.0696,0.3262,782.2759,0.124334,-345.615042,-345.608376,-345.607431,-345.645545,OC1CC2(CO2)C1,"InChI=1S/C5H8O2/c6-4-1-5(2-4)3-7-5/h4,6H,1-3H2"
gdb_2034,4.21789,2.42461,2.15648,0.221,70.62,-0.2499,0.0907,0.3406,731.4611,0.171706,-273.762561,-273.755461,-273.754517,-273.792799,CC1(C)CC2CC12,"InChI=1S/C7H12/c1-7(2)4-5-3-6(5)7/h5-6H,3-4H2,1-2H3"
gdb_2035,4.27598,2.47731,2.19304,1.5782,67.38,-0.225,0.0879,0.3129,708.1312,0.160203,-289.802108,-289.795116,-289.794172,-289.832282,CC1(C)CC2NC12,"InChI=1S/C6H11N/c1-6(2)3-4-5(6)7-4/h4-5,7H,3H2,1-2H3"
gdb_2036,4.3198,2.50673,2.2171,1.8126,63.3,-0.2495,0.0875,0.337,689.5641,0.147343,-309.686348,-309.679417,-309.678472,-309.716532,CC1(C)CC2OC12,"InChI=1S/C6H10O/c1-6(2)3-4-5(6)7-4/h4-5H,3H2,1-2H3"
gdb_2037,4.38412,2.44968,2.16614,1.647,66.82,-0.229,0.0814,0.3104,711.3698,0.160172,-289.799552,-289.792565,-289.791621,-289.829761,CC1(C)CN2CC12,"InChI=1S/C6H11N/c1-6(2)4-7-3-5(6)7/h5H,3-4H2,1-2H3"
gdb_2038,4.47052,2.54749,2.25487,1.5845,63.49,-0.2303,0.0903,0.3206,684.2127,0.14714,-309.685148,-309.678177,-309.677232,-309.715353,CC1(C)OC2CC12,"InChI=1S/C6H10O/c1-6(2)4-3-5(4)7-6/h4-5H,3H2,1-2H3"
gdb_2039,4.38768,2.46016,2.2053,1.1329,63.59,-0.2432,0.0776,0.3208,689.526,0.1478,-309.689595,-309.682688,-309.681743,-309.719705,CC1(O)CC2CC12,"InChI=1S/C6H10O/c1-6(7)3-4-2-5(4)6/h4-5,7H,2-3H2,1H3"
gdb_2040,4.43951,2.51745,2.2454,0.6162,60.27,-0.2287,0.0763,0.3049,665.9303,0.13635,-325.728744,-325.72194,-325.720996,-325.758796,CC1(O)CC2NC12,"InChI=1S/C5H9NO/c1-5(7)2-3-4(5)6-3/h3-4,6-7H,2H2,1H3"
gdb_2041,4.48153,2.55077,2.2725,1.8127,56.28,-0.2542,0.0708,0.325,647.2123,0.123495,-345.61222,-345.60548,-345.604536,-345.642279,CC1(O)CC2OC12,"InChI=1S/C5H8O2/c1-5(6)2-3-4(5)7-3/h3-4,6H,2H2,1H3"
gdb_2042,4.57056,2.4829,2.21724,2.551,59.86,-0.2286,0.0684,0.297,669.6086,0.136195,-325.725266,-325.718471,-325.717527,-325.755329,CC1(O)CN2CC12,"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3"
gdb_2043,4.11966,2.81542,2.13361,0.1122,71.5,-0.2809,0.0939,0.3748,710.3744,0.172378,-273.732431,-273.725484,-273.72454,-273.76293,CC1(C)C2CC1C2,"InChI=1S/C7H12/c1-7(2)5-3-6(7)4-5/h5-6H,3-4H2,1-2H3"
gdb_2044,4.21553,2.90709,2.1646,1.8593,64.1,-0.2346,0.0917,0.3264,674.4208,0.147654,-309.649998,-309.64326,-309.642316,-309.680057,CC1(C)C2CC1O2,"InChI=1S/C6H10O/c1-6(2)4-3-5(6)7-4/h4-5H,3H2,1-2H3"
gdb_2045,4.2706,2.91806,2.21666,1.3896,64.29,-0.2543,0.0767,0.331,662.4966,0.148719,-309.665941,-309.659399,-309.658455,-309.695711,CC1(O)C2CC1C2,"InChI=1S/C6H10O/c1-6(7)4-2-5(6)3-4/h4-5,7H,2-3H2,1H3"
gdb_2046,4.43277,2.97719,2.23888,1.8302,56.75,-0.2535,0.0765,0.3299,628.3097,0.12452,-345.584667,-345.578458,-345.577514,-345.614261,CC1(O)C2CC1O2,"InChI=1S/C5H8O2/c1-5(6)3-2-4(5)7-3/h3-4,6H,2H2,1H3"
gdb_2047,4.57259,2.29136,2.05252,0.1541,71.16,-0.2467,0.0925,0.3392,749.1991,0.171906,-273.761263,-273.754066,-273.753122,-273.791677,CC1(C)C2CCC12,"InChI=1S/C7H12/c1-7(2)5-3-4-6(5)7/h5-6H,3-4H2,1-2H3"
gdb_2048,4.79475,2.37705,2.09727,1.6459,63.89,-0.2293,0.0827,0.312,705.0097,0.147821,-309.677276,-309.670313,-309.669369,-309.707558,CC1(C)C2COC12,"InChI=1S/C6H10O/c1-6(2)4-3-7-5(4)6/h4-5H,3H2,1-2H3"
gdb_2049,4.69817,2.3276,2.09372,1.2976,63.82,-0.2406,0.0769,0.3175,705.5747,0.148147,-309.68514,-309.678225,-309.677281,-309.715279,CC1(O)C2CCC12,"InChI=1S/C6H10O/c1-6(7)4-2-3-5(4)6/h4-5,7H,2-3H2,1H3"
gdb_2050,4.92511,2.41829,2.13885,0.6499,56.56,-0.2247,0.0704,0.2951,661.6892,0.124062,-345.599912,-345.593248,-345.592304,-345.62991,CC1(O)C2COC12,"InChI=1S/C5H8O2/c1-5(6)3-2-7-4(3)5/h3-4,6H,2H2,1H3"
gdb_2051,4.93725,2.70448,1.81524,3.1864,60.36,-0.2516,0.0079,0.2595,678.3845,0.114916,-324.592221,-324.585863,-324.584919,-324.62347,N=C1CC=CCO1,"InChI=1S/C5H7NO/c6-5-3-1-2-4-7-5/h1-2,6H,3-4H2"
gdb_2052,4.94479,2.62705,1.75218,3.6605,59.44,-0.2391,0.0138,0.2529,688.8863,0.115751,-324.624318,-324.618091,-324.617147,-324.65477,O=C1CC=CCN1,"InChI=1S/C5H7NO/c7-5-3-1-2-4-6-5/h1-2H,3-4H2,(H,6,7)"
gdb_2053,5.00787,2.70344,1.79408,4.2092,55.68,-0.2625,0.0034,0.2659,666.0868,0.102698,-344.494711,-344.488505,-344.487561,-344.525889,O=C1CC=CCO1,"InChI=1S/C5H6O2/c6-5-3-1-2-4-7-5/h1-2H,3-4H2"
gdb_2054,4.46379,2.6302,1.80077,2.7361,62.18,-0.2363,-0.0119,0.2244,701.2872,0.126398,-308.555419,-308.549155,-308.548211,-308.58569,O=C1CCC=CC1,"InChI=1S/C6H8O/c7-6-4-2-1-3-5-6/h1-2H,3-5H2"
gdb_2055,5.00017,2.63587,1.80444,3.0176,59.72,-0.2173,-0.0032,0.2141,677.4868,0.116017,-324.630221,-324.624197,-324.623253,-324.660011,O=C1CCC=CN1,"InChI=1S/C5H7NO/c7-5-3-1-2-4-6-5/h2,4H,1,3H2,(H,6,7)"
gdb_2056,5.3113,2.74199,1.90934,2.1195,51.04,-0.2799,-0.0294,0.2506,626.1609,0.091807,-360.559076,-360.55341,-360.552466,-360.588698,O=C1CCN=CO1,"InChI=1S/C4H5NO2/c6-4-1-2-5-3-7-4/h3H,1-2H2"
gdb_2057,5.04747,2.72562,1.82082,1.3859,50.9,-0.2421,-0.0374,0.2046,641.4597,0.090725,-360.53251,-360.52635,-360.525406,-360.563693,O=C1COC=NC1,"InChI=1S/C4H5NO2/c6-4-1-5-3-7-2-4/h3H,1-2H2"
gdb_2058,5.45422,2.7998,1.89843,4.3332,52.29,-0.2291,-0.0021,0.2271,625.7856,0.092239,-360.560766,-360.554947,-360.554003,-360.59055,O=C1NC=CCO1,"InChI=1S/C4H5NO2/c6-4-5-2-1-3-7-4/h1-2H,3H2,(H,5,6)"
gdb_2059,5.28819,2.72803,1.82353,3.2433,55.98,-0.2111,0.0137,0.2248,654.0449,0.104681,-340.689515,-340.683243,-340.682299,-340.72015,O=C1NCC=CN1,"InChI=1S/C4H6N2O/c7-4-5-2-1-3-6-4/h1-2H,3H2,(H2,5,6,7)"
